,Alloy,Condition,HV,Ref,Ref_sec,Keep_y_or_n,DOI,DOI_sec
479,Al0.470Co0.130Cr0.200Cu0.050Fe0.100Ni0.050,AC,805.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
480,Al0.470Co0.140Cr0.150Cu0.050Fe0.130Ni0.060,AC,728.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
481,Al0.470Co0.140Cr0.190Cu0.050Fe0.100Ni0.050,AC,855.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
482,Al0.470Co0.140Cr0.200Cu0.050Fe0.090Ni0.050,AC,859.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
483,Al0.470Co0.170Cr0.160Cu0.050Fe0.100Ni0.050,AC,841.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
484,Al0.470Co0.180Cr0.150Cu0.050Fe0.100Ni0.050,AC,849.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
485,Al0.470Co0.190Cr0.190Cu0.050Fe0.050Ni0.050,AC,878.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
486,Al0.470Co0.200Cr0.180Cu0.050Fe0.050Ni0.050,AC,883.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
487,B0.003Co0.100Cr0.100Fe0.497Mn0.300,AC,282.0,8,110.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.01.088
488,B0.006Co0.100Cr0.100Fe0.494Mn0.300,AC,306.0,8,110.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.01.088
489,B0.017Co0.100Cr0.100Fe0.483Mn0.300,AC,452.0,8,110.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.01.088
490,C0.010Co0.198Cr0.198Fe0.198Mn0.198Ni0.198,WR,345.0,8,242.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00916-0
491,C0.010Co0.198Cr0.198Fe0.198Mn0.198Ni0.198,HM,285.0,8,242.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1007/s40195-019-00916-0
492,C0.019Co0.192Cr0.192Fe0.192Mn0.192Ni0.192Ti0.019,PM,457.0,8,253.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2019.04.043
493,C0.019Co0.192Cr0.192Fe0.192Mn0.192Ni0.192Ti0.019,PM,461.0,8,253.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2019.04.043
494,C0.019Co0.192Cr0.192Fe0.192Mn0.192Ni0.192Ti0.019,PM,428.0,8,253.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2019.04.043
495,C0.019Co0.192Cr0.192Fe0.192Mn0.192Ni0.192Ti0.019,PM,378.0,8,253.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2019.04.043
496,C0.026Co0.237Cr0.237Fe0.237Ni0.237W0.026,PM,475.0,8,128.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/coatings9010016
497,C0.051Mo0.256Nb0.256Re0.128Ta0.051W0.256,AC,510.0,8,219.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.111
498,C0.088Co0.206Cr0.206Fe0.206Ni0.206W0.088,PM,531.0,8,128.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/coatings9010016
499,C0.093Mo0.233Nb0.233Re0.116Ta0.093W0.233,AC,558.0,8,219.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.111
500,C0.111Mo0.222Nb0.222Re0.111Ta0.111W0.222,AC,583.0,8,219.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.111
501,C0.128Mo0.213Nb0.213Re0.106Ta0.128W0.213,AC,615.0,8,219.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.111
502,Co0.020Nb0.300Ni0.470Ta0.120Ti0.090,AC,815.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
503,Co0.049Cr0.156Cu0.347Ni0.351Si0.097,WR,142.5,8,261.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.05.003
504,Co0.049Cr0.156Cu0.347Ni0.351Si0.097,WR,147.4,8,261.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.05.003
505,Co0.049Cr0.156Cu0.347Ni0.351Si0.097,WR,155.2,8,261.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.05.003
506,Co0.050Cr0.238Cu0.238Fe0.238Ni0.238,AC,146.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
507,Co0.100Cr0.100Fe0.500Mn0.300,AC,296.0,8,110.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.01.088
508,Co0.100Cr0.225Cu0.225Fe0.225Ni0.225,AC,150.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
509,Co0.116Cr0.233Fe0.233Ni0.349Ti0.070,WR,197.0,8,237.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.138181
510,Co0.116Cr0.233Fe0.233Ni0.349Ti0.070,WR,308.0,8,237.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.138181
511,Co0.120Cr0.210Nb0.210Ni0.020Ti0.440,AC,422.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
512,Co0.125Cr0.125Cu0.125Fe0.125Ni0.125Ti0.125V0.125Zr0.125,AC,680.0,1,27.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1002/adem.200300567
513,Co0.125Cr0.125Fe0.125Mo0.125Ni0.125Ti0.125V0.125Zr0.125,AC,850.0,1,27.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1002/adem.200300567
514,Co0.125Fe0.250Ni0.250Cr0.250Ti0.125,PM,846.0,6,149.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.matdes.2012.08.048
515,Co0.143Cu0.143Fe0.143Ni0.143Ti0.143V0.143Zr0.143,AC,630.0,1,27.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1002/adem.200300567
516,Co0.143Fe0.143Mo0.143Ni0.143Ti0.143V0.143Zr0.143,AC,790.0,1,27.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1002/adem.200300567
517,Co0.150Cr0.213Cu0.213Fe0.213Ni0.213,AC,158.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
518,Co0.167Cr0.167Cu0.167Fe0.167Ni0.333,AC,158.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
519,Co0.167Cr0.167Cu0.167Fe0.333Ni0.167,AC,157.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
520,Co0.167Cr0.167Fe0.167Mn0.167Ni0.167V0.167,AC,650.0,1,29.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2014.12.157
521,Co0.167Cr0.167Fe0.167Mn0.167Ni0.167V0.167,HM,636.0,8,17.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2014.12.157
522,Co0.167Cr0.167Fe0.167Ni0.167Mn0.167Al0.167,PM,662.0,6,71.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.apt.2014.03.014
523,Co0.167Cr0.333Cu0.167Fe0.167Ni0.167,AC,172.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
524,Co0.167Fe0.167Mo0.167Ni0.333V0.167,AC,382.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
525,Co0.172Cr0.172Fe0.172Mn0.138Ni0.172Pd0.172,AC,160.0,8,104.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21030288
526,Co0.172Fe0.172Mo0.172Ni0.310V0.172,AC,510.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
527,Co0.174Cr0.174Fe0.174Mn0.174Ni0.174V0.130,AC,342.0,1,29.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2014.12.157
528,Co0.174Cr0.174Fe0.174Mn0.174Ni0.174V0.130,HM,380.0,8,17.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2014.12.157
529,Co0.179Cr0.179Fe0.179Mn0.107Ni0.179Pd0.179,AC,180.0,8,104.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21030288
530,Co0.179Cr0.179Fe0.179Mn0.179Ni0.179Ta0.107,,345.0,8,257.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.4028/www.scientific.net/MSF.846.13
531,Co0.179Fe0.179Mo0.179Ni0.286V0.179,AC,520.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
532,Co0.182Cr0.182Fe0.182Mn0.182Ni0.182V0.091,AC,186.0,1,29.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2014.12.157
533,Co0.182Cr0.182Fe0.182Mn0.182Ni0.182V0.091,HM,275.0,8,17.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2014.12.157
534,Co0.185Cr0.185Fe0.185Mn0.074Ni0.185Pd0.185,AC,380.0,8,104.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21030288
535,Co0.185Cr0.185Fe0.185Mn0.185Ni0.185Ta0.074,,290.0,8,257.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.4028/www.scientific.net/MSF.846.13
536,Co0.185Fe0.185Mo0.185Ni0.259V0.185,AC,538.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
537,Co0.190Cr0.190Fe0.190Mn0.190Ni0.190V0.048,AC,151.0,1,29.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2014.12.157
538,Co0.190Cr0.190Fe0.190Mn0.190Ni0.190V0.048,HM,144.0,8,17.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2014.12.157
539,Co0.192Cr0.192Fe0.192Mn0.038Ni0.192Pd0.192,AC,470.0,8,104.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21030288
540,Co0.192Cr0.192Fe0.192Mn0.192Ni0.192Ta0.038,,200.0,8,257.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.4028/www.scientific.net/MSF.846.13
541,Co0.192Cu0.192Fe0.192Mn0.192Ni0.192Sn0.038,AC,319.0,1,44.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matdes.2012.08.019
542,Co0.192Fe0.192Mo0.192Ni0.231V0.192,AC,602.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
543,Co0.196Cu0.196Fe0.196Mn0.196Ni0.196Sn0.020,AC,253.0,1,44.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matdes.2012.08.019
544,Co0.197Cu0.197Fe0.197Mn0.197Ni0.197Sn0.016,AC,219.0,1,44.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matdes.2012.08.019
545,Co0.198Cu0.198Fe0.198Mn0.198Ni0.198Sn0.010,AC,205.0,1,44.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matdes.2012.08.019
546,Co0.199Cu0.199Fe0.199Mn0.199Ni0.199Sn0.006,AC,192.0,1,44.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matdes.2012.08.019
547,Co0.200Cr0.200Cu0.200Fe0.200Ni0.200,AC,155.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
548,Co0.200Cr0.200Cu0.200Fe0.200Ni0.200,AC,286.0,1,13.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
549,Co0.200Cr0.200Cu0.200Fe0.200Ni0.200,AC,134.0,1,32.0,n,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
550,Co0.200Cr0.200Cu0.200Fe0.200Ni0.200,AC,286.0,8,32.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2011.11.063
551,Co0.200Cr0.200Cu0.200Fe0.200Ni0.200,AC,160.0,8,149.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2018.12.009
552,Co0.200Cr0.200Cu0.200Ni0.200Zn0.200,PM,615.0,8,118.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21020122
553,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,AC,176.0,1,28.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.actamat.2013.09.037
554,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,AC,144.0,1,29.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2014.12.157
555,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,AM,203.0,3,,y,https://doi.org/10.1016/j.jmatprotec.2020.116806,
556,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,HM,135.0,8,17.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2014.12.157
557,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,AC,130.2,8,115.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.scriptamat.2018.11.042
558,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,WR,394.1,8,115.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.scriptamat.2018.11.042
559,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,WR,430.7,8,115.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.scriptamat.2018.11.042
560,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,PM,415.0,8,136.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.10.168
561,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,PM,410.9,8,223.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2019.07.195
562,Co0.200Cr0.200Fe0.200Mn0.200Ni0.200,PM,435.0,8,124.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1080/00325899.2018.1554834
563,Co0.200Cr0.200Fe0.200Ni0.200Mn0.200,PM,646.0,6,105.0,n,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.intermet.2014.08.008
564,Co0.200Cr0.200Fe0.200Ni0.200Mn0.200,PM,415.0,6,127.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.intermet.2017.09.013
565,Co0.200Cr0.200Fe0.200Ni0.200Pd0.200,AC,295.0,8,104.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/e21030288
566,Co0.200Cr0.200Fe0.200Ni0.400,AC,125.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
567,Co0.200Cu0.200Fe0.200Mn0.200Ni0.200,AC,208.0,1,44.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matdes.2012.08.019
568,Co0.200Fe0.200Mo0.200Ni0.200V0.200,AC,625.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
569,Co0.200Fe0.200Ni0.200Cr0.200Al0.120Ti0.080,PM,573.0,6,100.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.jallcom.2012.11.146
570,Co0.200Ni0.200Fe0.200Al0.200Ti0.200,PM,704.0,6,95.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.msea.2015.07.052
571,Co0.208Fe0.208Mo0.167Ni0.208V0.208,AC,606.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
572,Co0.213Cr0.150Cu0.213Fe0.213Ni0.213,AC,161.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
573,Co0.213Cr0.213Cu0.213Fe0.150Ni0.213,AC,171.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
574,Co0.213Cr0.213Cu0.213Fe0.213Ni0.150,AC,167.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
575,Co0.217Fe0.217Mo0.130Ni0.217V0.217,AC,557.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
576,Co0.220Nb0.310Ta0.040Ti0.390W0.040,AC,277.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
577,Co0.222Cr0.222Cu0.111Fe0.222Ni0.222,AC,172.0,1,33.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.intermet.2010.03.030
578,Co0.222Cr0.222Fe0.222Mo0.111Ni0.222,AC,210.0,1,8.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://link.springer.com/article/10.1007/s11837-013-0753-6
579,Co0.222Cr0.222Fe0.222Ni0.222W0.111,AC,357.9,8,232.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.intermet.2019.106550
580,Co0.225Cr0.100Cu0.225Fe0.225Ni0.225,AC,158.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
581,Co0.225Cr0.225Cu0.225Fe0.100Ni0.225,AC,172.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
582,Co0.225Cr0.225Cu0.225Fe0.225Ni0.100,AC,170.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
583,Co0.227Fe0.227Mo0.091Ni0.227V0.227,AC,402.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
584,Co0.233Cr0.233Fe0.233Ni0.233Ti0.070,WR,263.0,8,237.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.138181
585,Co0.233Cr0.233Fe0.233Ni0.233Ti0.070,WR,185.0,8,237.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2019.138181
586,Co0.238Cr0.050Cu0.238Fe0.238Ni0.238,AC,153.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
587,Co0.238Cr0.238Cu0.238Fe0.050Ni0.238,AC,182.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
588,Co0.238Cr0.238Fe0.238Ni0.238W0.048,AC,244.0,8,232.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.intermet.2019.106550
589,Co0.238Fe0.238Mo0.048Ni0.238V0.238,AC,267.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
590,Co0.240Cr0.220Ni0.240Ta0.120Ti0.180,AC,1011.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
591,Co0.241Cr0.241Fe0.241Mo0.036Ni0.241,PM,210.0,8,116.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3390/met9030351
592,Co0.250Cr0.167Fe0.167Ni0.250Ti0.167,HM,654.0,1,10.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.actamat.2011.06.041
593,Co0.250Cr0.250Cu0.250Fe0.250,AC,134.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
594,Co0.250Cr0.250Cu0.250Ni0.250,AC,183.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
595,Co0.250Cr0.250Fe0.250Ni0.250,AC,139.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
596,Co0.250Cr0.250Fe0.250Ni0.250,AC,116.0,1,7.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
597,Co0.250Cr0.250Fe0.250Ni0.250,HM,113.0,1,7.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
598,Co0.250Cr0.250Fe0.250Ni0.250,WR,325.0,1,7.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
599,Co0.250Cr0.250Fe0.250Ni0.250,HM,116.0,8,54.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2009.08.090
600,Co0.250Cr0.250Fe0.250Ni0.250,AC,94.7,8,138.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2019.107698
601,Co0.250Cr0.250Fe0.250Ni0.250,AC,168.9,8,232.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.intermet.2019.106550
602,Co0.250Cu0.250Fe0.250Ni0.250,AC,154.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
603,Co0.250Fe0.250Ni0.250V0.250,AC,238.0,1,77.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2015.07.185
604,Co0.267Cr0.267Fe0.267Ni0.200,AC,140.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
605,Co0.267Fe0.267Ni0.267Si0.200,AC,570.0,1,4.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jmmm.2014.07.023
606,Co0.273Cr0.182Fe0.182Ni0.273Ti0.091,HM,509.0,1,10.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.actamat.2011.06.041
607,Co0.283Cr0.283Fe0.283Ni0.150,AC,170.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
608,Co0.286Fe0.286Ni0.286Si0.143,AC,287.0,1,4.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jmmm.2014.07.023
609,Co0.294Cr0.059Fe0.294Ni0.294Si0.059,AC,130.1,8,100.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jmmm.2019.01.096
610,Co0.294Cr0.059Fe0.294Ni0.294Si0.059,WR,318.2,8,100.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jmmm.2019.01.096
611,Co0.294Cr0.059Fe0.294Ni0.294Si0.059,WR,153.8,8,100.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jmmm.2019.01.096
612,Co0.300Cr0.100Fe0.100Al0.180Ni0.290Mo0.030,AC,359.0,7,47.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1007/s00339-019-2506-z
613,Co0.300Cr0.100Fe0.100Al0.180Ni0.300Mo0.020,AC,362.0,7,47.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1007/s00339-019-2506-z
614,Co0.300Cr0.100Fe0.100Al0.180Ni0.310Mo0.010,AC,357.0,7,47.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1007/s00339-019-2506-z
615,Co0.300Cr0.100Fe0.100Al0.180Ni0.320,AC,305.0,7,47.0,y,https://doi.org/10.1016/j.vacuum.2020.109173,https://doi.org/10.1007/s00339-019-2506-z
616,Co0.308Fe0.308Ni0.308Si0.077,AC,149.0,1,4.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jmmm.2014.07.023
617,Co0.333Cr0.167Cu0.167Fe0.167Ni0.167,AC,175.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
618,Co0.333Cr0.333Ni0.333,WR,468.0,8,98.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2018.12.015
619,Co0.333Cr0.333Ni0.333,WR,326.0,8,98.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2018.12.015
620,Co0.333Cr0.333Ni0.333,WR,223.0,8,98.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2018.12.015
621,Co0.333Fe0.333Ni0.333,AC,125.0,1,4.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jmmm.2014.07.023
622,Co0.390Cr0.190Nb0.090Ta0.010Ti0.320,AC,856.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
623,Cr0.120Mo0.200Nb0.420Ta0.010Ti0.130V0.120,PM,741.0,8,206.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.ijrmhm.2019.02.009
624,Cr0.167Mo0.167Nb0.167Ta0.167V0.167W0.167,PM,1072.0,8,147.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.318
625,Cr0.167Mo0.167Nb0.167Ta0.167V0.167W0.167,PM,1010.0,8,147.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.318
626,Cr0.167Mo0.167Nb0.167Ta0.167V0.167W0.167,PM,991.3,8,147.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.318
627,Cr0.167Mo0.167Nb0.167Ta0.167V0.167W0.167,PM,988.3,8,147.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.318
628,Cr0.167Mo0.167Nb0.167Ta0.167V0.167W0.167,AC,704.6,8,148.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.calphad.2015.09.007
629,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,AC,296.0,1,13.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
630,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,WR,398.0,8,240.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchar.2019.05.043
631,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,WR,367.0,8,240.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchar.2019.05.043
632,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,WR,312.0,8,240.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchar.2019.05.043
633,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,WR,271.0,8,240.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchar.2019.05.043
634,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,WR,183.0,8,240.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchar.2019.05.043
635,Cr0.200Cu0.200Fe0.200Mn0.200Ni0.200,WR,162.0,8,240.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matchar.2019.05.043
636,Cr0.200Cu0.200Fe0.200Mo0.200Ni0.200,AC,263.0,1,13.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
